Activation log on 2014-December-10 (SIM cards activated)
089190136----[Mr Aaron Stewart](24/Jun/1971)(gqmvfv@live.com)(10 Simmons Street, Box Hill North, VIC 3129)(Tertiary education ID: 5350809)(Plan: FreedomNightsBonus)
089227219----[Mr Samantha Hurley](2014-12-17 12:18:59)(1/Apr/1986)(lvn7pj@sohu.com)(23 Hertford Road, Sunshine, VIC 3020)(Tertiary education ID: 5712163)(Plan: FreedomNightsBonus)
089227201----[Mr Samantha Scott](2014-12-17 12:21:26)(8/Nov/1978)(m0mj6s@163.com)(17 St Laurent Rise, Knoxfield, VIC 3180)(Tertiary education ID: 5794837)(Plan: FreedomNightsBonus)
089227193----[Mr Sarah Gould](2014-12-17 12:23:52)(8/Jan/1982)(vgbbj0@163.com)(4 Nature Park Rise, Yarra Junction, VIC 3797)(Tertiary education ID: 1239419)(Plan: FreedomNightsBonus)
089227011----[Mr Sarah Perkins](2014-12-17 12:26:31)(16/Dec/1970)(dv18p6@gmail.com)(10 Olivia Way, Hastings, VIC 3915)(Tertiary education ID: 1082712)(Plan: FreedomNightsBonus)
089227169----[Mr Sarah Riddell](2014-12-17 12:28:35)(22/Oct/1982)(r6bkv6@126.com)(19 Petre Avenue, Altona Meadows, VIC 3028)(Tertiary education ID: 8390169)(Plan: FreedomNightsBonus)
089227037----[Mr Sarlina Madafferi](2014-12-17 12:31:17)(18/Dec/1985)(filpmb@163.com)(38 Royal Street, Upwey, VIC 3158)(Tertiary education ID: 3255313)(Plan: FreedomNightsBonus)
089227029----[Mr Shaun Kopinya](2014-12-17 12:33:53)(4/Feb/1972)(o8azw5@yeah.net)(19A Wilson Street, Brighton, VIC 3186)(Tertiary education ID: 4285352)(Plan: FreedomNightsBonus)
089227102----[Mr Stuart John Lammey](2014-12-17 12:36:11)(24/Oct/1985)(mt4iwu@live.com)(21 Glendale Court, Kilsyth, VIC 3137)(Tertiary education ID: 742191)(Plan: FreedomNightsBonus)
089227078----[Mr Suzy Vermulm](2014-12-17 12:38:43)(12/Mar/1973)(ssz47y@163.com)(23 Fifth Avenue, Dandenong, VIC 3175)(Tertiary education ID: 2962563)(Plan: FreedomNightsBonus)
089227151----[Mr Tamara Leslie](2014-12-17 12:40:41)(19/Feb/1980)(caabk8@163.com)(23 Hertford Road, Sunshine, VIC 3020)(Tertiary education ID: 1573429)(Plan: FreedomNightsBonus)
089227060----[Mr Tane Ozlu](2014-12-17 12:43:18)(21/Feb/1979)(ptau8i@gmail.com)(36 Northern Avenue, Newborough, VIC 3825)(Tertiary education ID: 496168)(Plan: FreedomNightsBonus)
089227052----[Mr Tanya Begley](2014-12-17 12:46:09)(21/Feb/1978)(hq2ac5@qq.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 701790)(Plan: FreedomNightsBonus)
089227045----[Mr Tanya Fletcher](2014-12-17 12:48:24)(8/Aug/1992)(d0kw8l@sohu.com)(49A Grange Road, Caulfield East, VIC 3145)(Tertiary education ID: 6741416)(Plan: FreedomNightsBonus)
089227292----[Mr Tanya Norris](2014-12-17 12:51:02)(20/Oct/1974)(jzu88m@bigpond.com)(55 Mitchell Street, Maribyrnong, VIC 3032)(Tertiary education ID: 545332)(Plan: FreedomNightsBonus)
089227144----[Mr Tim Biasetto](2014-12-17 12:53:28)(6/Aug/1979)(m0hjvq@live.com)(525 Kings Road, Taylors Lakes, VIC 3038)(Tertiary education ID: 8329377)(Plan: FreedomNightsBonus)
089227284----[Mr Trevor Cowan](2014-12-17 12:55:58)(12/May/1988)(nazlqd@gmail.com)(33 Orchard Crescent, Mont Albert North, VIC 3129)(Tertiary education ID: 2355643)(Plan: FreedomNightsBonus)
089227276----[Mr Wayne Densley](2014-12-17 12:58:08)(19/Oct/1975)(g7i5fy@live.com)(26 Vista Drive, Keilor East, VIC 3033)(Tertiary education ID: 7635265)(Plan: FreedomNightsBonus)
089227268----[Mr Yassir Alharbi](2014-12-17 13:00:31)(13/Apr/1978)(g1rw0n@hotmail.com)(55 Mitchell Street, Maribyrnong, VIC 3032)(Tertiary education ID: 4986134)(Plan: FreedomNightsBonus)
089227433----[Mr Yulia Glazunova](2014-12-17 13:02:51)(10/May/1984)(y1xwk3@qq.com)(90 Westlake Drive, Melton West, VIC 3337)(Tertiary education ID: 3655048)(Plan: FreedomNightsBonus)
089227425----[Mr Aimee Willis](2014-12-17 13:05:11)(18/Jan/1973)(gqbzrg@yahoo.com.au)(44 Carlisle Street, St Kilda, VIC 3182)(Tertiary education ID: 2481095)(Plan: FreedomNightsBonus)
089227417----[Mr Jennie Murphy](2014-12-17 13:07:31)(15/Nov/1979)(yofxdh@sohu.com)(13 Belford Avenue, Kew East, VIC 3102)(Tertiary education ID: 883338)(Plan: FreedomNightsBonus)
089227409----[Mr Rebekah Bagnall](2014-12-17 13:09:43)(14/Aug/1988)(jbrhne@hotmail.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 1981847)(Plan: FreedomNightsBonus)
081780942----[Mr Alan Shapiro](2014-12-17 13:12:04)(25/Feb/1978)(onobn3@yeah.net)(31 Hillview Drive, Kilsyth, VIC 3137)(Tertiary education ID: 827831)(Plan: FreedomNightsBonus)
081780934----[Mr Alex Lane](2014-12-17 13:14:11)(8/May/1973)(uizkk5@sohu.com)(36 Northern Avenue, Newborough, VIC 3825)(Tertiary education ID: 8338355)(Plan: FreedomNightsBonus)
081780926----[Mr Alexander Eskander](2014-12-17 13:35:38)(17/Dec/1990)(jo86mh@qq.com)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 1214419)(Plan: FreedomNightsBonus)
081780918----[Mr Alicia Cox](2014-12-17 13:37:49)(5/Jan/1981)(ly242u@163.com)(59 Graham Street, Newport, VIC 3015)(Tertiary education ID: 8182376)(Plan: FreedomNightsBonus)
081780900----[Mr Alisha Minor](2014-12-17 13:40:12)(27/May/1986)(xt0v2v@gmail.com)(218 Cheltenham Road, Keysborough, VIC 3173)(Tertiary education ID: 8909829)(Plan: FreedomNightsBonus)
081780892----[Mr Amanda Fitzgerald](2014-12-17 13:42:12)(27/May/1983)(p5n7cj@qq.com)(5 Leake Court, Altona Meadows, VIC 3028)(Tertiary education ID: 5556684)(Plan: FreedomNightsBonus)
081780884----[Mr Andrea Lopez](2014-12-17 13:44:29)(26/Dec/1978)(nly3tb@sohu.com)(21 Jamboree Avenue, Frankston South, VIC 3199)(Tertiary education ID: 8392631)(Plan: FreedomNightsBonus)
081780603----[Mr Andy Morris](2014-12-17 13:46:37)(28/Jun/1972)(ildghg@163.com)(729 Fogartys Gap Road, Walmer, VIC 3463)(Tertiary education ID: 2526061)(Plan: FreedomNightsBonus)
089212138----[Mr Ashleigh Cassidy](2014-12-17 13:48:39)(17/Jul/1978)(e5am13@yeah.net)(26 Vista Drive, Keilor East, VIC 3033)(Tertiary education ID: 5962505)(Plan: FreedomNightsBonus)
081780777----[Mr Bek Daniels](2014-12-17 13:51:07)(17/Apr/1981)(ocvl0a@126.com)(32 Long Street, Langwarrin, VIC 3910)(Tertiary education ID: 2286438)(Plan: FreedomNightsBonus)
081780769----[Mr Bennett Chai](2014-12-17 13:53:21)(1/Jan/1983)(pvk2ro@gmail.com)(487 Mt Alexander Road, Moonee Ponds, VIC 3039)(Tertiary education ID: 4425606)(Plan: FreedomNightsBonus)
081780751----[Mr Bruce Barrie](2014-12-17 13:55:44)(26/May/1971)(wq7ehi@bigpond.com)(22 Seventh Avenue, Altona North, VIC 3025)(Tertiary education ID: 2345185)(Plan: FreedomNightsBonus)
